gene_id gene_name gene_type	269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.tsv_TPM	d820ac02-a30e-437b-b20a-3e92705b7b81.tsv_TPM
ENSG00000103196.12 CRISPLD2 protein_coding	26.1180	9.7572
ENSG00000103197.18 TSC2 protein_coding	10.1093	10.0427
ENSG00000103199.14 ZNF500 protein_coding	3.6755	3.8446
ENSG00000103202.13 NME4 protein_coding	54.9099	73.3795
ENSG00000103222.20 ABCC1 protein_coding	13.0758	35.0684
ENSG00000103226.19 NOMO3 protein_coding	0.7427	1.7377
ENSG00000103227.19 LMF1 protein_coding	2.9906	2.8779
ENSG00000103241.7 FOXF1 protein_coding	0.2950	0.6520
ENSG00000103248.19 MTHFSD protein_coding	4.5092	3.3453
ENSG00000103249.18 CLCN7 protein_coding	11.8858	14.2165
ENSG00000103253.19 HAGHL protein_coding	0.1777	3.7163
ENSG00000103257.9 SLC7A5 protein_coding	2.5613	249.4663
ENSG00000103260.9 METRN protein_coding	5.1257	17.8942
ENSG00000103264.18 FBXO31 protein_coding	19.1862	9.9935
ENSG00000103266.11 STUB1 protein_coding	19.6186	21.7404
ENSG00000103269.14 RHBDL1 protein_coding	1.2896	1.8853
ENSG00000103274.11 NUBP1 protein_coding	7.5693	6.0232
ENSG00000103275.21 UBE2I protein_coding	10.2906	12.0438
ENSG00000103310.11 ZP2 protein_coding	0.0125	0.0000
ENSG00000103313.13 MEFV protein_coding	0.2869	0.1241
ENSG00000103316.12 CRYM protein_coding	0.5660	0.4166
ENSG00000103319.12 EEF2K protein_coding	31.1990	10.6129
ENSG00000103326.12 CAPN15 protein_coding	3.5246	11.5873
ENSG00000103335.22 PIEZO1 protein_coding	44.5106	44.9907
ENSG00000103342.13 GSPT1 protein_coding	53.2725	64.4910
ENSG00000103343.13 ZNF174 protein_coding	6.8722	8.9432
ENSG00000103351.13 CLUAP1 protein_coding	7.3400	3.1305
ENSG00000103353.16 UBFD1 protein_coding	18.4391	15.0773
ENSG00000103355.13 PRSS33 protein_coding	0.0819	1.7955
ENSG00000103356.18 EARS2 protein_coding	7.8862	12.1491
ENSG00000103365.15 GGA2 protein_coding	24.3182	37.4927
ENSG00000103375.11 AQP8 protein_coding	0.1872	0.0000
ENSG00000103381.12 CPPED1 protein_coding	14.3481	9.4388
ENSG00000103404.14 USP31 protein_coding	4.3928	7.4114
ENSG00000103415.12 HMOX2 protein_coding	23.4988	74.1412
ENSG00000103423.14 DNAJA3 protein_coding	15.6102	39.5225
ENSG00000103426.12 CORO7-PAM16 protein_coding	0.0000	0.0000
ENSG00000103429.11 BFAR protein_coding	40.2196	81.2648
ENSG00000103449.12 SALL1 protein_coding	0.6039	0.9080
ENSG00000103460.17 TOX3 protein_coding	0.2755	4.3069
ENSG00000103479.16 RBL2 protein_coding	44.1145	14.2382
ENSG00000103485.19 QPRT protein_coding	5.5968	26.4933
ENSG00000103489.12 XYLT1 protein_coding	9.3191	9.5217
ENSG00000103490.14 PYCARD protein_coding	9.4879	84.4013
ENSG00000103494.15 RPGRIP1L protein_coding	1.6278	3.1983
ENSG00000103495.14 MAZ protein_coding	4.2998	12.0192
ENSG00000103496.15 STX4 protein_coding	16.6994	28.2023
ENSG00000103502.14 CDIPT protein_coding	74.0892	61.7420
ENSG00000103507.14 BCKDK protein_coding	27.0809	27.2601
ENSG00000103510.20 KAT8 protein_coding	12.9067	7.7902
ENSG00000103512.15 NOMO1 protein_coding	13.6939	87.2046
ENSG00000103522.16 IL21R protein_coding	0.1348	1.4543
ENSG00000103528.17 SYT17 protein_coding	2.1391	1.3358
ENSG00000103534.17 TMC5 protein_coding	1.1783	1.3025
ENSG00000103540.16 CCP110 protein_coding	5.7212	3.4831
ENSG00000103546.18 SLC6A2 protein_coding	0.5069	1.7719
ENSG00000103549.22 RNF40 protein_coding	15.8731	29.0752
ENSG00000103550.14 KNOP1 protein_coding	2.6883	7.7949
ENSG00000103569.10 AQP9 protein_coding	0.3478	7.5576
ENSG00000103591.13 AAGAB protein_coding	18.9786	42.9139
ENSG00000103599.20 IQCH protein_coding	0.3888	0.4133
ENSG00000103642.12 LACTB protein_coding	10.4905	12.7557
ENSG00000103647.13 CORO2B protein_coding	20.7910	1.9205
ENSG00000103653.16 CSK protein_coding	13.9749	39.8071
ENSG00000103657.14 HERC1 protein_coding	19.3480	9.8656
ENSG00000103671.10 TRIP4 protein_coding	21.1256	21.8845
ENSG00000103707.10 MTFMT protein_coding	6.6064	5.7572
ENSG00000103710.11 RASL12 protein_coding	14.2670	6.3463
ENSG00000103723.16 AP3B2 protein_coding	0.2696	3.2080
ENSG00000103740.10 ACSBG1 protein_coding	0.0743	0.0429
ENSG00000103742.12 IGDCC4 protein_coding	3.2598	0.7138
ENSG00000103769.10 RAB11A protein_coding	70.3657	110.6833
ENSG00000103811.18 CTSH protein_coding	14.9556	24.6521
ENSG00000103852.13 TTC23 protein_coding	9.6701	5.9407
ENSG00000103855.18 CD276 protein_coding	29.4486	97.4334
ENSG00000103876.13 FAH protein_coding	71.1240	10.6468
ENSG00000103888.17 CEMIP protein_coding	0.3179	15.5297
ENSG00000103932.12 RPAP1 protein_coding	10.3414	12.3358
ENSG00000103942.13 HOMER2 protein_coding	2.4073	7.5123
ENSG00000103966.11 EHD4 protein_coding	18.3498	23.5899
ENSG00000103978.16 TMEM87A protein_coding	29.7717	31.2448
ENSG00000103994.18 ZNF106 protein_coding	79.4140	11.9657
ENSG00000103995.14 CEP152 protein_coding	1.9608	1.4666
ENSG00000104043.15 ATP8B4 protein_coding	3.8137	0.1263
ENSG00000104044.16 OCA2 protein_coding	0.2126	1.1493
ENSG00000104047.15 DTWD1 protein_coding	5.4966	1.9398
ENSG00000104055.16 TGM5 protein_coding	0.2568	10.7005
ENSG00000104059.4 FAM189A1 protein_coding	0.2341	1.4127
ENSG00000104064.18 GABPB1 protein_coding	6.1171	10.6467
ENSG00000104067.17 TJP1 protein_coding	33.7243	22.7362
ENSG00000104081.14 BMF protein_coding	5.3064	16.9738
ENSG00000104093.14 DMXL2 protein_coding	3.7951	2.2731
ENSG00000104112.9 SCG3 protein_coding	0.0682	0.5193
ENSG00000104129.10 DNAJC17 protein_coding	3.0907	7.8903
ENSG00000104131.13 EIF3J protein_coding	47.6417	57.8735
ENSG00000104133.15 SPG11 protein_coding	17.9458	9.1599
ENSG00000104140.7 RHOV protein_coding	6.0052	116.8458
ENSG00000104142.11 VPS18 protein_coding	17.9778	45.4123
ENSG00000104147.9 OIP5 protein_coding	0.4684	2.9497
ENSG00000104154.7 SLC30A4 protein_coding	6.3076	4.1652
ENSG00000104164.12 BLOC1S6 protein_coding	26.8827	17.3783
ENSG00000104177.18 MYEF2 protein_coding	1.4660	2.6164
ENSG00000104205.16 SGK3 protein_coding	3.8928	2.6828
ENSG00000104213.13 PDGFRL protein_coding	128.9492	6.6802
ENSG00000104218.16 CSPP1 protein_coding	0.9754	1.5920
ENSG00000104219.13 ZDHHC2 protein_coding	17.9496	6.9895
ENSG00000104221.13 BRF2 protein_coding	8.7589	3.4341
ENSG00000104228.13 TRIM35 protein_coding	13.3814	6.6992
ENSG00000104231.11 ZFAND1 protein_coding	26.1319	22.8046
ENSG00000104237.11 RP1 protein_coding	0.0276	0.0127
ENSG00000104267.10 CA2 protein_coding	11.7928	36.2717
ENSG00000104290.11 FZD3 protein_coding	0.9981	1.4875
ENSG00000104299.15 INTS9 protein_coding	7.9834	6.8358
ENSG00000104312.8 RIPK2 protein_coding	9.4912	84.4094
ENSG00000104313.20 EYA1 protein_coding	1.7917	0.4335
ENSG00000104320.14 NBN protein_coding	37.0537	49.1827
ENSG00000104321.11 TRPA1 protein_coding	0.1909	0.4089
ENSG00000104324.16 CPQ protein_coding	73.1879	50.5477
ENSG00000104325.7 DECR1 protein_coding	68.7780	37.7477
ENSG00000104327.7 CALB1 protein_coding	0.2364	0.0419
ENSG00000104332.12 SFRP1 protein_coding	336.1608	56.3049
ENSG00000104341.17 LAPTM4B protein_coding	41.0630	633.6569
ENSG00000104343.21 UBE2W protein_coding	13.3886	14.9285
ENSG00000104356.11 POP1 protein_coding	2.5924	30.1509
ENSG00000104361.10 NIPAL2 protein_coding	15.2669	12.3804
ENSG00000104365.16 IKBKB protein_coding	10.7155	7.0815
ENSG00000104368.19 PLAT protein_coding	39.4211	13.2348
ENSG00000104369.5 JPH1 protein_coding	1.1501	12.5336
ENSG00000104371.5 DKK4 protein_coding	0.5312	0.0557
ENSG00000104375.17 STK3 protein_coding	6.8419	11.2981
ENSG00000104381.14 GDAP1 protein_coding	0.8491	0.6130
ENSG00000104388.15 RAB2A protein_coding	91.4362	109.9982
ENSG00000104408.11 EIF3E protein_coding	24.7508	29.7025
ENSG00000104412.8 EMC2 protein_coding	18.7959	28.8140
ENSG00000104413.18 ESRP1 protein_coding	6.8609	154.4248
ENSG00000104419.17 NDRG1 protein_coding	81.3432	444.7304
ENSG00000104427.12 ZC2HC1A protein_coding	6.2201	6.7508
ENSG00000104432.14 IL7 protein_coding	0.8547	0.3972
ENSG00000104435.14 STMN2 protein_coding	1.3773	18.9368
ENSG00000104442.10 ARMC1 protein_coding	29.2342	41.2122
ENSG00000104447.13 TRPS1 protein_coding	17.6312	39.5739
ENSG00000104450.13 SPAG1 protein_coding	2.5931	23.0233
ENSG00000104472.10 CHRAC1 protein_coding	16.7971	27.6727
ENSG00000104490.18 NCALD protein_coding	13.6806	21.2907
ENSG00000104497.14 SNX16 protein_coding	11.4652	10.2866
ENSG00000104499.7 GML protein_coding	0.0000	0.0528
ENSG00000104517.13 UBR5 protein_coding	24.5502	53.2067
ENSG00000104518.11 GSDMD protein_coding	12.6957	22.8037
ENSG00000104529.17 EEF1D protein_coding	12.2757	22.1261
ENSG00000104537.17 ANXA13 protein_coding	0.0911	0.0525
ENSG00000104549.12 SQLE protein_coding	4.7641	85.5465
ENSG00000104611.12 SH2D4A protein_coding	7.5020	10.1090
ENSG00000104613.12 INTS10 protein_coding	23.8444	17.4310
ENSG00000104626.15 ERI1 protein_coding	6.2917	7.5445
ENSG00000104635.15 SLC39A14 protein_coding	36.3791	30.9571
ENSG00000104643.10 MTMR9 protein_coding	6.1166	2.8142
ENSG00000104660.19 LEPROTL1 protein_coding	21.7905	11.9229
ENSG00000104671.8 DCTN6 protein_coding	26.3233	10.4574
ENSG00000104679.12 R3HCC1 protein_coding	23.3785	22.7280
ENSG00000104687.14 GSR protein_coding	22.4274	36.1540
ENSG00000104689.10 TNFRSF10A protein_coding	4.3757	6.2902
ENSG00000104691.16 UBXN8 protein_coding	7.5364	5.1326
ENSG00000104695.13 PPP2CB protein_coding	57.3052	43.3570
ENSG00000104714.14 ERICH1 protein_coding	2.8873	2.6872
ENSG00000104722.14 NEFM protein_coding	0.1666	0.1098
ENSG00000104723.21 TUSC3 protein_coding	14.5314	24.1593
ENSG00000104728.16 ARHGEF10 protein_coding	0.2594	0.1565
ENSG00000104731.14 KLHDC4 protein_coding	4.0339	4.9552
ENSG00000104738.18 MCM4 protein_coding	8.8859	81.5370
ENSG00000104755.15 ADAM2 protein_coding	0.0000	0.0172
ENSG00000104756.16 KCTD9 protein_coding	22.5773	19.6371
ENSG00000104760.17 FGL1 protein_coding	0.0000	0.0000
ENSG00000104763.20 ASAH1 protein_coding	95.3986	23.7082
ENSG00000104765.16 BNIP3L protein_coding	234.9715	64.7834
ENSG00000104774.13 MAN2B1 protein_coding	21.5621	29.0050
ENSG00000104783.14 KCNN4 protein_coding	4.5633	59.5549
ENSG00000104804.8 TULP2 protein_coding	0.1154	0.0887
ENSG00000104805.16 NUCB1 protein_coding	189.2068	375.5524
ENSG00000104808.8 DHDH protein_coding	0.0813	4.2205
ENSG00000104812.15 GYS1 protein_coding	66.5208	88.8257
ENSG00000104814.13 MAP4K1 protein_coding	0.9495	0.8021
ENSG00000104818.15 CGB2 protein_coding	0.0000	0.0000
ENSG00000104823.9 ECH1 protein_coding	134.5796	102.4555
ENSG00000104824.17 HNRNPL protein_coding	33.4303	57.2030
ENSG00000104825.17 NFKBIB protein_coding	8.3969	52.9011
ENSG00000104826.15 LHB protein_coding	0.1374	0.4752
ENSG00000104833.12 TUBB4A protein_coding	0.0403	4.8036
ENSG00000104835.15 SARS2 protein_coding	0.8939	2.0776
ENSG00000104848.1 KCNA7 protein_coding	0.0396	0.0456
ENSG00000104852.15 SNRNP70 protein_coding	42.4747	83.5140
ENSG00000104853.16 CLPTM1 protein_coding	62.5301	109.2997
ENSG00000104856.14 RELB protein_coding	5.6812	61.2773
ENSG00000104859.15 CLASRP protein_coding	6.6669	15.3049
ENSG00000104863.12 LIN7B protein_coding	2.1474	3.9848
ENSG00000104866.11 PPP1R37 protein_coding	5.3827	26.6873
ENSG00000104870.13 FCGRT protein_coding	130.9500	56.6063
ENSG00000104872.11 PIH1D1 protein_coding	24.4599	113.6913
ENSG00000104879.5 CKM protein_coding	0.0278	1.3147
ENSG00000104880.18 ARHGEF18 protein_coding	4.8801	15.9550
ENSG00000104881.16 PPP1R13L protein_coding	6.0153	107.6303
ENSG00000104883.8 PEX11G protein_coding	5.2846	2.3567
ENSG00000104884.16 ERCC2 protein_coding	5.4338	33.7973
ENSG00000104885.18 DOT1L protein_coding	2.4972	7.1403
ENSG00000104886.12 PLEKHJ1 protein_coding	13.1992	25.5747
ENSG00000104888.10 SLC17A7 protein_coding	3.9808	1.9828
ENSG00000104889.7 RNASEH2A protein_coding	0.0000	0.0728
ENSG00000104892.17 KLC3 protein_coding	0.4145	22.6536
ENSG00000104894.12 CD37 protein_coding	3.1300	2.7580
ENSG00000104897.10 SF3A2 protein_coding	26.5198	52.2023
ENSG00000104899.8 AMH protein_coding	0.0836	0.0964
ENSG00000104901.7 DKKL1 protein_coding	0.0980	9.7155
ENSG00000104903.5 LYL1 protein_coding	3.8011	1.5837
ENSG00000104904.12 OAZ1 protein_coding	198.9927	193.5260
ENSG00000104907.12 TRMT1 protein_coding	11.4090	23.3161
ENSG00000104915.15 STX10 protein_coding	28.5971	61.2024
ENSG00000104918.8 RETN protein_coding	0.5870	0.6769
ENSG00000104921.15 FCER2 protein_coding	0.8297	0.0000
ENSG00000104936.19 DMPK protein_coding	8.2743	23.6563
ENSG00000104938.18 CLEC4M protein_coding	0.0653	0.0000
ENSG00000104941.8 RSPH6A protein_coding	0.0000	0.0197
ENSG00000104946.13 TBC1D17 protein_coding	28.7640	24.2853
ENSG00000104951.16 IL4I1 protein_coding	0.7977	11.1390
ENSG00000104953.20 TLE6 protein_coding	0.5964	2.7088
ENSG00000104957.14 CCDC130 protein_coding	9.1050	10.8865
ENSG00000104960.15 PTOV1 protein_coding	4.9278	14.8297
ENSG00000104967.8 NOVA2 protein_coding	4.3495	2.0704
ENSG00000104969.11 SGTA protein_coding	14.8462	25.2501
ENSG00000104972.15 LILRB1 protein_coding	1.4342	1.1059
ENSG00000104973.19 MED25 protein_coding	7.3777	33.0752
ENSG00000104974.12 LILRA1 protein_coding	0.7810	0.2316
ENSG00000104976.12 SNAPC2 protein_coding	12.5782	20.0288
ENSG00000104979.9 C19orf53 protein_coding	85.9599	139.2651
ENSG00000104980.8 TIMM44 protein_coding	10.4182	17.5899
ENSG00000104983.8 CCDC61 protein_coding	5.4003	30.2303
ENSG00000104998.4 IL27RA protein_coding	9.6806	17.5902
ENSG00000105011.9 ASF1B protein_coding	2.0552	34.3763
ENSG00000105048.17 TNNT1 protein_coding	0.4084	86.2514
ENSG00000105053.11 VRK3 protein_coding	5.8487	12.8775
ENSG00000105058.12 FAM32A protein_coding	92.5973	123.4527
ENSG00000105063.19 PPP6R1 protein_coding	14.5540	56.1644
ENSG00000105072.9 C19orf44 protein_coding	3.1619	4.4973
ENSG00000105085.11 MED26 protein_coding	1.7460	10.4791
ENSG00000105088.8 OLFM2 protein_coding	59.3133	85.0017
ENSG00000105122.13 RASAL3 protein_coding	1.4411	1.8440
ENSG00000105127.9 AKAP8 protein_coding	11.4015	16.3066
ENSG00000105131.8 EPHX3 protein_coding	0.6121	2.9937
ENSG00000105135.16 ILVBL protein_coding	22.2201	22.9931
ENSG00000105136.21 ZNF419 protein_coding	1.9827	3.7255
ENSG00000105137.13 SYDE1 protein_coding	15.9039	18.9184
ENSG00000105141.6 CASP14 protein_coding	4.2111	13.3504
ENSG00000105143.12 SLC1A6 protein_coding	0.0113	4.7181
ENSG00000105146.13 AURKC protein_coding	1.1106	3.6371
ENSG00000105171.10 POP4 protein_coding	15.7488	35.4062
ENSG00000105173.14 CCNE1 protein_coding	1.5824	51.1321
ENSG00000105176.18 URI1 protein_coding	37.6461	86.8131
ENSG00000105185.12 PDCD5 protein_coding	35.8411	121.4151
ENSG00000105186.16 ANKRD27 protein_coding	12.8170	40.9258
ENSG00000105193.9 RPS16 protein_coding	441.5102	902.7624
ENSG00000105197.11 TIMM50 protein_coding	13.2178	38.8507
ENSG00000105198.11 LGALS13 protein_coding	0.0000	0.0000
ENSG00000105202.9 FBL protein_coding	73.9097	460.0734
ENSG00000105204.14 DYRK1B protein_coding	11.4137	25.0727
ENSG00000105205.7 CLC protein_coding	0.0000	0.2372
ENSG00000105220.17 GPI protein_coding	77.6332	252.8311
ENSG00000105221.18 AKT2 protein_coding	35.4762	53.0424
ENSG00000105223.20 PLD3 protein_coding	93.8805	168.7744
ENSG00000105227.16 PRX protein_coding	3.2385	3.4580
ENSG00000105229.7 PIAS4 protein_coding	8.0430	17.0761
ENSG00000105245.9 NUMBL protein_coding	11.8892	23.6067
ENSG00000105246.6 EBI3 protein_coding	2.9282	1.6287
ENSG00000105251.11 SHD protein_coding	0.0000	0.3025
ENSG00000105254.12 TBCB protein_coding	21.0894	120.1305
ENSG00000105255.11 FSD1 protein_coding	0.0000	0.5450
ENSG00000105258.9 POLR2I protein_coding	3.7294	18.7821
ENSG00000105261.7 OVOL3 protein_coding	0.1738	0.9351
ENSG00000105270.15 CLIP3 protein_coding	15.3309	15.1873
ENSG00000105278.12 ZFR2 protein_coding	0.0213	0.3606
ENSG00000105281.12 SLC1A5 protein_coding	126.5090	205.9007
ENSG00000105287.13 PRKD2 protein_coding	15.4925	58.1231
ENSG00000105289.15 TJP3 protein_coding	1.7574	16.8290
ENSG00000105290.13 APLP1 protein_coding	0.9170	21.4159
ENSG00000105298.14 CACTIN protein_coding	3.4554	7.4742
ENSG00000105321.14 CCDC9 protein_coding	7.1638	37.8735
ENSG00000105323.17 HNRNPUL1 protein_coding	72.1820	172.1095
ENSG00000105325.15 FZR1 protein_coding	8.7514	21.1691
ENSG00000105327.18 BBC3 protein_coding	1.1547	11.8276
ENSG00000105329.11 TGFB1 protein_coding	19.7389	49.7578
ENSG00000105339.11 DENND3 protein_coding	4.6647	2.1326
ENSG00000105352.10 CEACAM4 protein_coding	0.4124	0.0000
ENSG00000105355.9 PLIN3 protein_coding	24.7230	79.8253
ENSG00000105357.19 MYH14 protein_coding	13.5310	126.8165
ENSG00000105364.14 MRPL4 protein_coding	9.0356	37.3114
ENSG00000105366.15 SIGLEC8 protein_coding	1.2963	0.1888
ENSG00000105369.10 CD79A protein_coding	4.1209	1.8562
ENSG00000105370.8 LIM2 protein_coding	0.0000	0.0000
ENSG00000105371.10 ICAM4 protein_coding	0.0000	0.0000
ENSG00000105372.8 RPS19 protein_coding	258.7397	1166.1470
ENSG00000105374.10 NKG7 protein_coding	12.1680	5.5800
ENSG00000105376.5 ICAM5 protein_coding	0.2749	4.0068
ENSG00000105379.10 ETFB protein_coding	9.2986	8.0419
ENSG00000105383.15 CD33 protein_coding	2.7591	0.6096
ENSG00000105388.16 CEACAM5 protein_coding	0.1411	0.3380
ENSG00000105392.16 CRX protein_coding	0.0072	0.0000
ENSG00000105393.16 BABAM1 protein_coding	12.5734	15.3881
ENSG00000105397.14 TYK2 protein_coding	16.6095	16.9385
ENSG00000105398.4 SULT2A1 protein_coding	0.0227	0.0524
ENSG00000105401.9 CDC37 protein_coding	82.6409	93.2626
ENSG00000105402.8 NAPA protein_coding	19.0415	34.8566
ENSG00000105404.11 RABAC1 protein_coding	5.4479	19.4411
ENSG00000105409.19 ATP1A3 protein_coding	0.0289	0.3586
ENSG00000105419.18 MEIS3 protein_coding	3.5706	7.7092
ENSG00000105426.17 PTPRS protein_coding	74.2218	22.5971
ENSG00000105427.10 CNFN protein_coding	3.7411	74.8023
ENSG00000105428.6 ZNRF4 protein_coding	0.0000	0.0000
ENSG00000105429.13 MEGF8 protein_coding	18.9635	23.2804
ENSG00000105438.9 KDELR1 protein_coding	171.8232	531.3943
ENSG00000105443.15 CYTH2 protein_coding	6.4303	24.6723
ENSG00000105447.13 GRWD1 protein_coding	10.4655	34.6084
ENSG00000105464.3 GRIN2D protein_coding	0.4843	5.0552
ENSG00000105467.9 SYNGR4 protein_coding	0.0000	0.1180
ENSG00000105472.13 CLEC11A protein_coding	4.9183	39.1786
ENSG00000105479.16 CCDC114 protein_coding	0.0841	0.3491
ENSG00000105483.18 CARD8 protein_coding	10.1340	3.8500
ENSG00000105486.14 LIG1 protein_coding	2.2437	23.6654
ENSG00000105492.16 SIGLEC6 protein_coding	1.8100	0.1283
ENSG00000105497.8 ZNF175 protein_coding	5.0081	3.2846
ENSG00000105499.14 PLA2G4C protein_coding	2.8004	7.6205
ENSG00000105501.12 SIGLEC5 protein_coding	0.0367	0.0846
ENSG00000105507.3 CABP5 protein_coding	0.0000	0.0000
ENSG00000105509.11 HAS1 protein_coding	0.6767	0.5351
ENSG00000105514.8 RAB3D protein_coding	8.8137	23.9120
ENSG00000105516.11 DBP protein_coding	10.8890	5.3858
ENSG00000105518.14 TMEM205 protein_coding	15.0337	12.6758
ENSG00000105519.18 CAPS protein_coding	2.2559	45.1229
ENSG00000105523.3 FAM83E protein_coding	0.4962	4.6364
ENSG00000105538.10 RASIP1 protein_coding	17.5004	5.6565
ENSG00000105549.11 THEG protein_coding	0.0622	0.5262
ENSG00000105550.10 FGF21 protein_coding	0.0000	0.9979
ENSG00000105552.15 BCAT2 protein_coding	15.3575	32.3503
ENSG00000105556.11 MIER2 protein_coding	4.0767	6.1843
ENSG00000105559.12 PLEKHA4 protein_coding	20.7999	52.3927
ENSG00000105568.18 PPP2R1A protein_coding	54.9897	180.9304
ENSG00000105576.15 TNPO2 protein_coding	36.2269	37.4375
ENSG00000105583.11 WDR83OS protein_coding	0.0000	0.0000
ENSG00000105605.7 CACNG7 protein_coding	0.0000	0.3920
ENSG00000105607.13 GCDH protein_coding	20.2182	8.6775
ENSG00000105609.17 LILRB5 protein_coding	13.3126	0.1136
ENSG00000105610.6 KLF1 protein_coding	0.0268	0.1237
ENSG00000105612.9 DNASE2 protein_coding	45.3882	79.2812
ENSG00000105613.10 MAST1 protein_coding	0.0596	1.8862
ENSG00000105617.4 LENG1 protein_coding	9.4935	17.2701
ENSG00000105618.14 PRPF31 protein_coding	16.3655	62.5325
ENSG00000105619.13 TFPT protein_coding	8.5491	50.1770
ENSG00000105639.20 JAK3 protein_coding	1.5242	2.6731
ENSG00000105640.13 RPL18A protein_coding	138.8006	146.0435
ENSG00000105641.4 SLC5A5 protein_coding	0.0235	0.0407
ENSG00000105642.15 KCNN1 protein_coding	0.0109	1.0904
ENSG00000105643.10 ARRDC2 protein_coding	12.1213	14.7200
ENSG00000105647.19 PIK3R2 protein_coding	0.0084	0.0000
ENSG00000105649.10 RAB3A protein_coding	2.8345	5.2801
ENSG00000105650.22 PDE4C protein_coding	0.0132	0.0000
ENSG00000105655.19 ISYNA1 protein_coding	11.8818	33.5804
ENSG00000105656.13 ELL protein_coding	6.2203	8.7454
ENSG00000105662.16 CRTC1 protein_coding	5.9834	4.2989
ENSG00000105664.11 COMP protein_coding	2.3650	475.2645
ENSG00000105668.7 UPK1A protein_coding	0.6335	1.9359
ENSG00000105669.14 COPE protein_coding	24.4565	70.9121
ENSG00000105671.12 DDX49 protein_coding	16.5433	46.2128
ENSG00000105672.14 ETV2 protein_coding	0.4624	1.9940
ENSG00000105675.9 ATP4A protein_coding	0.0000	0.1407
ENSG00000105676.14 ARMC6 protein_coding	8.7029	27.1765
ENSG00000105677.12 TMEM147 protein_coding	40.0357	223.1179
ENSG00000105679.9 GAPDHS protein_coding	0.0293	0.0000
ENSG00000105695.15 MAG protein_coding	0.0731	0.0337
ENSG00000105696.9 TMEM59L protein_coding	0.3790	2.2231
ENSG00000105697.9 HAMP protein_coding	0.1209	0.3138
ENSG00000105698.16 USF2 protein_coding	46.9968	123.1314
ENSG00000105699.16 LSR protein_coding	13.9482	742.8863
ENSG00000105700.11 KXD1 protein_coding	14.6686	11.5880
ENSG00000105701.16 FKBP8 protein_coding	151.5724	186.6252
ENSG00000105705.16 SUGP1 protein_coding	9.3157	11.2491
ENSG00000105707.14 HPN protein_coding	1.2930	50.6777
ENSG00000105708.9 ZNF14 protein_coding	8.2508	3.3005
ENSG00000105711.13 SCN1B protein_coding	3.7940	0.7971
ENSG00000105717.14 PBX4 protein_coding	0.4641	1.1559
ENSG00000105722.10 ERF protein_coding	12.5214	46.0490
ENSG00000105723.13 GSK3A protein_coding	10.3945	35.2167
ENSG00000105726.17 ATP13A1 protein_coding	8.9861	14.8510
ENSG00000105732.13 ZNF574 protein_coding	7.5807	24.0553
